"CodInsc","Inscricao","Codigo","Semestre","Ano","Status","Freq","Nota","Obs","Carga","Creditos"
4841,941,56,"1","2020","Aprovado","Suficiente",8.80000019073486,"",60,4
4842,940,89,"1","2020","Aprovado","Suficiente",10,"",45,3
4843,941,89,"1","2020","Aprovado","Suficiente",10,"",45,3
4844,870,89,"2","2020","Aprovado","Suficiente",10,"",45,3
4845,899,46,"2","2020","Aprovado","Suficiente",10,"",45,3
4846,864,46,"2","2020","Aprovado","Suficiente",10,"",45,3
4847,940,46,"2","2020","Aprovado","Suficiente",9,"",45,3
4848,941,46,"2","2020","Aprovado","Suficiente",10,"",45,3
4849,906,46,"2","2020","Aprovado","Suficiente",9,"",45,3
4850,807,90,"2","2020","Aprovado","Suficiente",10,"",60,4
4851,638,80,"2","2020","Aprovado","Suficiente",10,"",60,4
4852,872,80,"2","2020","Aprovado","Suficiente",10,"",60,4
4853,908,25,"2","2020","Aprovado","Suficiente",10,"",60,4
4854,868,25,"2","2020","Aprovado","Suficiente",10,"",60,4
4855,927,25,"2","2020","Aprovado","Suficiente",10,"",60,4
4856,921,25,"2","2020","Aprovado","Suficiente",10,"",60,4
4857,946,55,"2","2020","Aprovado","Suficiente",10,"",60,4
4858,777,55,"2","2020","Aprovado","Suficiente",10,"",60,4
4859,954,55,"2","2020","Aprovado","Suficiente",10,"",60,4
4860,892,55,"1","2021","Aprovado","Suficiente",10,"",60,4
4861,863,55,"2","2020","Aprovado","Suficiente",10,"",60,4
4862,940,68,"1","2020","Aprovado","Suficiente",10,"",120,8
4863,752,69,"1","2021","Aprovado","Suficiente",,"",1200,80
4864,757,68,"2","2017","Aprovado","Suficiente",10,"",120,8
4865,757,65,"1","2021","Aprovado","Suficiente",10,"",15,1
4866,757,69,"1","2021","Aprovado","Suficiente",,"",1200,80
4867,868,75,"1","2021","Aprovado","Suficiente",10,"",30,2
4868,868,76,"1","2021","Aprovado","Suficiente",,"",510,34
4869,861,66,"1","2021","Aprovado","Suficiente",10,"",15,1
4870,861,67,"2","2021","Aprovado","Suficiente",10,"",15,1
4871,861,69,"1","2022","Aprovado","Suficiente",,"",1200,80
4872,877,76,"2","2021","Aprovado","Suficiente",,"",510,34
4873,926,89,"1","2021","Aprovado","Suficiente",9,"",45,3
4874,926,64,"1","2021","Aprovado","Suficiente",9,"",15,1
4875,926,69,"2","2021","Aprovado","Suficiente",,"",1200,80
4876,926,65,"2","2021","Aprovado","Suficiente",9,"",15,1
4877,874,76,"1","2021","Aprovado","Suficiente",,"",510,34
4878,897,76,"1","2021","Aprovado","Suficiente",,"",510,34
4879,897,89,"2","2019","Aprovado","Suficiente",10,"",45,3
4880,873,75,"1","2021","Aprovado","Suficiente",10,"",30,2
4881,873,76,"2","2021","Aprovado","Suficiente",,"",510,34
4882,862,74,"1","2021","Aprovado","Suficiente",10,"",30,2
4883,862,75,"2","2021","Aprovado","Suficiente",10,"",30,2
4884,862,76,"2","2021","Aprovado","Suficiente",,"",510,34
4885,967,56,"1","2021","Aprovado","Suficiente",8,"",60,4
4886,967,55,"1","2021","Aprovado","Suficiente",7.40000009536743,"",60,4
4887,967,57,"1","2021","Aprovado","Suficiente",8.80000019073486,"",60,4
4888,967,58,"1","2021","Aprovado","Suficiente",10,"",60,4
4889,967,59,"1","2021","Aprovado","Suficiente",10,"",30,2
4890,967,60,"1","2021","Aprovado","Suficiente",10,"",15,1
4891,967,68,"1","2021","Aprovado","Suficiente",10,"",120,8
4892,967,89,"1","2021","Aprovado","Suficiente",10,"",45,3
4893,967,61,"2","2021","Aprovado","Suficiente",2,"",15,1
4894,967,62,"2","2021","Aprovado","Suficiente",10,"",15,1
4895,967,63,"2","2021","Aprovado","Suficiente",10,"",15,1
4896,967,69,"2","2021","Aprovado","Suficiente",,"",1200,80
4897,818,76,"2","2021","Aprovado","Suficiente",,"",510,34
4898,720,76,"2","2021","Aprovado","Suficiente",,"",510,34
4899,954,73,"1","2021","Aprovado","Suficiente",10,"",30,2
4900,954,75,"2","2021","Aprovado","Suficiente",10,"",30,2
4901,954,76,"2","2021","Aprovado","Suficiente",,"",510,34
4902,899,89,"1","2021","Aprovado","Suficiente",10,"",45,3
4903,899,75,"1","2021","Aprovado","Suficiente",8,"",30,2
4904,899,76,"2","2021","Aprovado","Suficiente",,"",510,34
4905,849,66,"1","2021","Aprovado","Suficiente",10,"",15,1
4906,849,67,"2","2021","Aprovado","Suficiente",10,"",15,1
4907,849,69,"2","2021","Aprovado","Suficiente",,"",1200,80
4908,927,64,"1","2021","Aprovado","Suficiente",10,"",15,1
4909,927,65,"2","2021","Aprovado","Suficiente",10,"",15,1
4910,927,89,"2","2021","Aprovado","Suficiente",10,"",45,3
4911,927,46,"2","2021","Aprovado","Suficiente",9,"",45,3
4912,927,69,"1","2022","Aprovado","Suficiente",,"",1200,80
4913,843,76,"2","2021","Aprovado","Suficiente",,"",510,34
4914,843,57,"1","2019","Aprovado","",8.19999980926514,"",60,4
4915,843,89,"2","2019","Aprovado","Suficiente",10,"",45,3
4916,882,65,"1","2021","Aprovado","Suficiente",10,"",15,1
4917,882,66,"2","2021","Aprovado","Suficiente",10,"",15,1
4918,882,69,"1","2022","Aprovado","Suficiente",,"",1200,80
4919,748,65,"1","2021","Aprovado","Suficiente",110,"",15,1
4920,748,69,"2","2021","Aprovado","Suficiente",,"",1200,80
4921,315,69,"2","2021","Aprovado","Suficiente",,"",1200,80
4922,851,76,"2","2021","Aprovado","Suficiente",,"",510,34
4923,863,75,"1","2021","Aprovado","Suficiente",110,"",30,2
4924,863,76,"2","2021","Aprovado","Suficiente",,"",510,34
4925,921,89,"1","2021","Aprovado","Suficiente",10,"",45,3
4926,921,64,"1","2021","Aprovado","Suficiente",10,"",15,1
4927,921,89,"2","2021","Aprovado","Suficiente",10,"",45,3
4928,921,65,"2","2021","Aprovado","Suficiente",10,"",15,1
4929,921,69,"1","2022","Aprovado","Suficiente",,"",1200,80
4930,870,64,"1","2021","Aprovado","Suficiente",10,"",15,1
4931,870,89,"1","2021","Aprovado","Suficiente",10,"",45,3
4932,870,65,"2","2021","Aprovado","Suficiente",10,"",15,1
4933,870,89,"2","2021","Aprovado","Suficiente",10,"",45,3
4934,870,69,"1","2022","Aprovado","Suficiente",,"",1200,80
4935,732,76,"1","2021","Aprovado","Suficiente",,"",510,34
4936,973,71,"2","2021","Aprovado","Suficiente",9,"",60,4
4937,973,57,"2","2021","Aprovado","Suficiente",7.80000019073486,"",60,4
4938,973,55,"2","2021","Aprovado","Suficiente",10,"",60,4
4939,973,70,"1","2022","Aprovado","Suficiente",9,"",150,10
4940,973,56,"1","2022","Aprovado","Suficiente",9.5,"",60,4
4941,973,73,"1","2022","Aprovado","Suficiente",9.5,"",30,2
4942,968,89,"1","2022","Aprovado","Suficiente",10,"",45,3
4943,968,73,"1","2022","Aprovado","Suficiente",10,"",30,2
4944,603,68,"1","2022","Aprovado","Suficiente",10,"",120,8
4945,603,58,"1","2022","Aprovado","Suficiente",10,"",60,4
4946,603,55,"1","2022","Aprovado","Suficiente",10,"",60,4
4947,603,56,"1","2022","Aprovado","Suficiente",7.09999990463257,"",60,4
4948,603,60,"1","2022","Aprovado","Suficiente",9,"",15,1
4949,603,59,"1","2022","Aprovado","Suficiente",10,"",30,2
4950,786,60,"2","2021","Aprovado","Suficiente",10,"",15,1
4951,786,61,"1","2022","Aprovado","Suficiente",10,"",15,1
4952,786,58,"1","2022","Aprovado","Suficiente",10,"",60,4
4953,985,73,"1","2022","Aprovado","Suficiente",10,"",30,2
4954,985,89,"1","2022","Aprovado","Suficiente",10,"",45,3
4955,985,56,"1","2022","Aprovado","Suficiente",9.60000038146973,"",60,4
4956,985,71,"2","2021","Aprovado","Suficiente",10,"",60,4
4957,985,72,"2","2021","Aprovado","Suficiente",10,"",60,4
4958,985,70,"2","2021","Aprovado","Suficiente",10,"",150,10
4959,985,55,"2","2021","Aprovado","Suficiente",9.5,"",60,4
4960,985,57,"2","2021","Aprovado","Suficiente",8.80000019073486,"",60,4
4961,959,59,"1","2022","Aprovado","Suficiente",10,"",30,2
4962,959,61,"1","2022","Aprovado","Suficiente",10,"",15,1
4963,979,57,"1","2022","Aprovado","Suficiente",9.30000019073486,"",60,4
4964,979,71,"1","2022","Aprovado","Suficiente",10,"",60,4
4965,979,70,"1","2022","Aprovado","Suficiente",10,"",150,10
4966,979,56,"1","2022","Aprovado","Suficiente",8.30000019073486,"",60,4
4967,920,56,"1","2021","Aprovado","Suficiente",8.69999980926514,"",60,4
4968,920,55,"1","2021","Aprovado","Suficiente",10,"",60,4
4969,920,57,"1","2021","Aprovado","Suficiente",9.39999961853027,"",60,4
4970,920,70,"2","2021","Aprovado","Suficiente",10,"",150,10
4971,920,71,"2","2021","Aprovado","Suficiente",10,"",60,4
4972,920,73,"1","2022","Aprovado","Suficiente",10,"",30,2
4973,961,60,"1","2022","Aprovado","Suficiente",10,"",15,1
4974,961,56,"1","2022","Aprovado","Suficiente",8.69999980926514,"",60,4
4975,961,59,"1","2022","Aprovado","Suficiente",10,"",30,2
4976,961,55,"1","2022","Aprovado","Suficiente",10,"",60,4
4977,961,57,"1","2022","Aprovado","Suficiente",8.69999980926514,"",60,4
4978,839,89,"1","2022","Aprovado","Suficiente",10,"",45,3
4979,839,68,"1","2022","Aprovado","Suficiente",10,"",120,8
4980,839,58,"1","2022","Aprovado","Suficiente",10,"",60,4
4981,839,60,"1","2022","Aprovado","Suficiente",10,"",15,1
4982,839,57,"1","2022","Aprovado","Suficiente",8.5,"",60,4
4983,987,68,"1","2022","Aprovado","Suficiente",10,"",120,8
4984,987,58,"1","2022","Aprovado","Suficiente",10,"",60,4
4985,987,56,"1","2022","Aprovado","Suficiente",8.39999961853027,"",60,4
4986,987,59,"1","2022","Aprovado","Suficiente",10,"",30,2
4987,991,71,"2","2021","Aprovado","Suficiente",9,"",60,4
4988,991,57,"2","2021","Aprovado","Suficiente",7.80000019073486,"",60,4
4989,991,70,"1","2022","Aprovado","Suficiente",9,"",150,10
4990,991,55,"1","2022","Aprovado","Suficiente",9.5,"",60,4
4991,991,56,"1","2022","Aprovado","Suficiente",6,"",60,4
4992,991,73,"1","2022","Aprovado","Suficiente",9,"",30,2
4993,1012,55,"1","2022","Reprovado","Insuficiente",,"",60,4
4994,1012,70,"1","2022","Aprovado","Suficiente",8,"",150,10
4995,1012,71,"1","2022","Aprovado","Suficiente",9,"",60,4
4996,1012,57,"1","2022","Aprovado","Suficiente",8.5,"",60,4
4997,1017,89,"1","2022","Aprovado","Suficiente",10,"",45,3
4998,1017,70,"1","2022","Aprovado","Suficiente",10,"",150,10
4999,1017,72,"1","2022","Aprovado","Suficiente",10,"",60,4
5000,1017,56,"1","2022","Aprovado","Suficiente",9.5,"",60,4
5001,1017,55,"1","2022","Aprovado","Suficiente",9.5,"",60,4
5002,1017,71,"1","2022","Aprovado","Suficiente",10,"",60,4
5003,1017,57,"1","2022","Aprovado","Suficiente",8.19999980926514,"",60,4
5004,777,74,"1","2021","Aprovado","Suficiente",9,"",30,2
5005,777,75,"2","2021","Aprovado","Suficiente",9,"",30,2
5006,777,89,"2","2021","Aprovado","Suficiente",9.5,"",45,3
5007,777,76,"1","2022","Aprovado","Suficiente",,"",510,34
5008,908,74,"1","2021","Aprovado","Suficiente",10,"",30,2
5009,908,75,"2","2021","Aprovado","Suficiente",10,"",30,2
5010,908,76,"2","2022","Aprovado","Suficiente",,"",510,34
5011,857,66,"1","2021","Aprovado","Suficiente",10,"",15,1
5012,857,67,"2","2021","Aprovado","Suficiente",10,"",15,1
5013,857,89,"1","2021","Aprovado","Suficiente",10,"",45,3
5014,857,81,"2","2021","Aprovado","Suficiente",10,"",30,2
5015,857,89,"1","2022","Aprovado","Suficiente",10,"",45,3
5016,857,69,"1","2022","Aprovado","Suficiente",,"",1200,80
5017,946,74,"1","2021","Aprovado","Suficiente",10,"",30,2
5018,946,75,"2","2021","Aprovado","Suficiente",10,"",30,2
5019,638,64,"1","2021","Aprovado","Suficiente",10,"",15,1
5020,638,65,"2","2021","Aprovado","Suficiente",10,"",15,1
5021,638,66,"1","2022","Aprovado","Suficiente",10,"",15,1
5022,638,80,"2","2019","Aprovado","Suficiente",10,"",60,4
5023,797,89,"2","2021","Aprovado","Suficiente",9,"",45,3
5024,797,61,"2","2021","Aprovado","Suficiente",10,"",15,1
5025,797,60,"1","2021","Aprovado","Suficiente",8,"",15,1
5026,797,55,"1","2021","Aprovado","Suficiente",10,"",60,4
5027,797,57,"1","2021","Aprovado","Suficiente",8.30000019073486,"",60,4
5028,797,56,"1","2021","Aprovado","Suficiente",6.19999980926514,"",60,4
5029,797,68,"1","2021","Aprovado","Suficiente",10,"",120,8
5030,797,89,"1","2021","Aprovado","Suficiente",10,"",45,3
5031,797,59,"1","2021","Aprovado","Suficiente",10,"",30,2
5032,797,58,"1","2021","Aprovado","Suficiente",10,"",60,4
5033,797,62,"1","2022","Aprovado","",10,"",15,1
5034,797,89,"1","2022","Aprovado","Suficiente",9,"Ingles na Pesquisa 2-2021",45,3
5035,924,71,"1","2022","Aprovado","Suficiente",10,"",60,4
5036,924,73,"2","2022","Aprovado","Suficiente",10,"",30,2
5037,924,57,"1","2022","Aprovado","Suficiente",8.39999961853027,"",60,4
5038,924,70,"1","2022","Aprovado","Suficiente",10,"",150,10
5039,924,55,"1","2022","Aprovado","Suficiente",9,"",60,4
5040,924,56,"1","2022","Aprovado","Suficiente",6.19999980926514,"",60,4
5041,973,74,"2","2022","Aprovado","Suficiente",9.5,"",30,2
5042,973,72,"2","2022","Aprovado","Suficiente",9.5,"",60,4
5043,872,80,"2","2021","Aprovado","Suficiente",10,"",60,4
5044,872,68,"2","2021","Aprovado","Suficiente",10,"",120,8
5045,872,58,"2","2021","Aprovado","Suficiente",10,"",60,4
5046,872,61,"2","2021","Aprovado","Suficiente",10,"",15,1
5047,872,56,"1","2021","Aprovado","Suficiente",6,"",60,4
5048,872,55,"1","2021","Aprovado","Suficiente",7,"",60,4
5049,872,57,"1","2021","Aprovado","Suficiente",9.10000038146973,"",60,4
5050,872,60,"1","2021","Aprovado","Suficiente",10,"",15,1
5051,872,62,"1","2022","Aprovado","Suficiente",10,"",15,1
5052,872,59,"1","2022","Aprovado","Suficiente",10,"",30,2
5053,872,63,"2","2022","Aprovado","Suficiente",10,"",15,1
5054,968,81,"2","2021","Aprovado","Suficiente",8,"",30,2
5055,968,71,"2","2021","Aprovado","Suficiente",10,"",60,4
5056,968,72,"2","2021","Aprovado","Suficiente",10,"",60,4
5057,968,70,"2","2021","Aprovado","Suficiente",10,"",150,10
5058,968,56,"1","2021","Aprovado","Suficiente",7.09999990463257,"",60,4
5059,968,55,"1","2021","Aprovado","Suficiente",9.5,"",60,4
5097,864,89,"1","2021","Aprovado","Suficiente",10,"",45,3
5098,864,67,"2","2021","Aprovado","Suficiente",9,"",15,1
5099,960,72,"2","2021","Aprovado","Suficiente",10,"",60,4
5100,960,70,"2","2021","Aprovado","Suficiente",20,"",150,10
5101,960,89,"2","2021","Aprovado","Suficiente",10,"",45,3
5102,960,71,"2","2021","Aprovado","Suficiente",10,"",60,4
5103,960,89,"1","2021","Aprovado","Suficiente",10,"",45,3
5104,960,56,"1","2021","Aprovado","Suficiente",8.39999961853027,"",60,4
5105,960,55,"1","2021","Aprovado","Suficiente",9.5,"",60,4
5106,960,57,"1","2021","Aprovado","Suficiente",8.89999961853027,"",60,4
5107,960,89,"1","2022","Aprovado","",10,"",45,3
5108,960,73,"1","2022","Aprovado","Suficiente",10,"",30,2
5109,960,74,"2","2022","Aprovado","Suficiente",10,"",30,2
5110,830,67,"1","2021","Aprovado","Suficiente",10,"",15,1
5112,940,63,"1","2021","Aprovado","Suficiente",10,"",15,1
5113,940,89,"1","2021","Aprovado","Suficiente",10,"",45,3
5114,940,64,"1","2022","Aprovado","Suficiente",8,"",15,1
5115,940,89,"1","2022","Aprovado","Suficiente",9,"",45,3
5116,940,65,"2","2022","Aprovado","Suficiente",9,"",15,1
5117,941,63,"1","2021","Aprovado","Suficiente",10,"",15,1
5118,941,89,"1","2021","Aprovado","Suficiente",10,"",45,3
5119,941,64,"2","2021","Aprovado","Suficiente",10,"",15,1
5120,941,65,"1","2022","Aprovado","Suficiente",10,"",15,1
5121,941,89,"1","2022","Aprovado","Suficiente",10,"",45,3
5122,941,66,"2","2022","Aprovado","Suficiente",10,"",15,1
5123,933,73,"2","2021","Aprovado","Suficiente",9,"",30,2
5124,933,71,"1","2021","Aprovado","Suficiente",10,"",60,4
5125,933,72,"1","2021","Aprovado","Suficiente",10,"",60,4
5126,933,70,"1","2021","Aprovado","Suficiente",10,"",150,10
5127,933,56,"1","2021","Aprovado","Suficiente",6,"",60,4
5128,933,55,"1","2021","Aprovado","Suficiente",9.5,"",60,4
5129,933,57,"1","2021","Aprovado","Suficiente",8.30000019073486,"",60,4
5130,933,89,"1","2022","Aprovado","Suficiente",9,"",45,3
5131,933,74,"1","2022","Aprovado","Suficiente",10,"",30,2
5132,933,75,"2","2022","Aprovado","Suficiente",10,"",30,2
5133,724,80,"1","2020","Aprovado","Suficiente",9,"",60,4
5134,724,80,"2","2020","Aprovado","Suficiente",9,"",60,4
5136,906,89,"1","2021","Aprovado","Suficiente",10,"",45,3
5137,906,65,"2","2021","Aprovado","Suficiente",8,"",15,1
5138,906,89,"2","2021","Aprovado","Suficiente",10,"",45,3
5139,906,89,"1","2022","Aprovado","Suficiente",9,"",45,3
5140,906,66,"1","2022","Aprovado","Suficiente",8.5,"",15,1
5141,906,67,"2","2022","Aprovado","Suficiente",8,"",15,1
5142,825,67,"1","2021","Aprovado","Suficiente",9,"",15,1
5143,959,56,"1","2021","Aprovado","Suficiente",8.10000038146973,"",60,4
5144,959,55,"1","2021","Aprovado","Suficiente",9.5,"",60,4
5145,959,57,"1","2021","Aprovado","Suficiente",10,"",60,4
5146,959,68,"2","2021","Aprovado","Suficiente",10,"",120,8
5147,959,58,"2","2021","Aprovado","Suficiente",10,"",60,4
5148,959,60,"2","2021","Aprovado","Suficiente",10,"",15,1
5149,959,80,"2","2021","Aprovado","Suficiente",6,"",60,4
5150,892,89,"2","2021","Aprovado","Suficiente",8,"",45,3
5151,892,71,"1","2021","Aprovado","Suficiente",9,"",60,4
5152,892,56,"1","2021","Aprovado","Suficiente",8.10000038146973,"",60,4
5153,892,70,"2","2021","Aprovado","Suficiente",9,"",150,10
5154,892,73,"2","2021","Aprovado","Suficiente",9,"",30,2
5155,892,74,"1","2022","Aprovado","Suficiente",9,"",30,2
5156,892,75,"2","2022","Aprovado","Suficiente",9,"",30,2
5157,979,73,"2","2022","Aprovado","Suficiente",10,"",30,2
5158,979,55,"1","2022","Aprovado","Suficiente",10,"",60,4
5159,920,74,"2","2022","Aprovado","Suficiente",10,"",30,2
5161,961,58,"2","2022","Aprovado","Suficiente",9.5,"",60,4
5162,961,61,"2","2022","Aprovado","Suficiente",10,"",15,1
5163,961,89,"2","2022","Aprovado","Suficiente",10,"Prof. Antonio",45,3
5164,961,89,"1","2022","Aprovado","Suficiente",10,"Profa Denise 2-2022",45,3
5165,961,89,"1","2023","Aprovado","Suficiente",10,"Prof Denise 2-2022",45,3
5166,961,80,"2","2022","Aprovado","Suficiente",9.5,"",60,4
5167,942,70,"1","2021","Aprovado","Suficiente",10,"",150,10
5168,942,71,"1","2021","Aprovado","Suficiente",10,"",60,4
5169,942,56,"1","2021","Aprovado","Suficiente",8.30000019073486,"",60,4
5170,942,55,"1","2021","Aprovado","Suficiente",8.5,"",60,4
5171,942,57,"1","2021","Aprovado","Suficiente",8.69999980926514,"",60,4
5251,1003,80,"2","2022","Aprovado","Suficiente",10,"",60,4
5209,786,62,"2","2022","Aprovado","Suficiente",10,"",15,1
5210,797,63,"2","2022","Aprovado","Suficiente",10,"",15,1
5211,987,55,"2","2022","Aprovado","Suficiente",8.5,"",60,4
5212,987,83,"2","2022","Aprovado","Suficiente",9,"",60,4
5213,893,70,"2","2022","Aprovado","Suficiente",10,"",150,10
5214,893,72,"2","2022","Aprovado","Suficiente",10,"",60,4
5215,893,55,"2","2022","Aprovado","Suficiente",8.5,"",60,4
5216,968,89,"2","2022","Aprovado","Suficiente",10,"",45,3
5217,981,57,"2","2022","Aprovado","Suficiente",9.19999980926514,"",60,4
5218,981,55,"2","2022","Aprovado","Suficiente",8.5,"",60,4
5219,981,59,"2","2022","Aprovado","Suficiente",10,"",30,2
5220,981,89,"2","2022","Aprovado","Suficiente",10,"",45,3
5221,981,68,"2","2022","Aprovado","Suficiente",10,"",120,8
5222,981,58,"2","2022","Aprovado","Suficiente",10,"",60,4
5223,981,60,"2","2022","Aprovado","Suficiente",10,"",15,1
5224,941,89,"2","2022","Aprovado","Suficiente",10,"",45,3
5225,906,89,"2","2022","Aprovado","Suficiente",10,"",45,3
5226,979,59,"2","2022","Aprovado","Suficiente",10,"",30,2
5227,603,89,"2","2022","Aprovado","Suficiente",7,"",45,3
5230,839,55,"2","2022","Aprovado","Suficiente",8,"",60,4
5231,1017,89,"2","2022","Aprovado","Suficiente",10,"",45,3
5232,893,71,"2","2022","Aprovado","Suficiente",10,"",60,4
5233,959,62,"2","2022","Aprovado","Suficiente",10,"",15,1
5234,592,76,"2","2016","Aprovado","Suficiente",,"",510,34
5237,939,76,"2","2022","Aprovado","Suficiente",,"",510,34
5238,852,57,"2","2022","Aprovado","Suficiente",9,"",60,4
5239,1027,57,"2","2022","Aprovado","Suficiente",9.39999961853027,"",60,4
5240,976,57,"2","2022","Aprovado","Suficiente",9.39999961853027,"",60,4
5241,1004,57,"2","2022","Aprovado","Suficiente",8.30000019073486,"",60,4
5242,976,55,"2","2022","Aprovado","Suficiente",9,"",60,4
5243,976,56,"2","2022","Aprovado","Suficiente",9,"",60,4
5244,976,70,"2","2022","Aprovado","Suficiente",10,"",150,10
5245,946,76,"2","2022","Aprovado","Suficiente",,"",510,34
5246,830,69,"2","2022","Aprovado","Suficiente",,"",1200,80
5252,638,80,"2","2022","Aprovado","Suficiente",10,"",60,4
5253,1027,80,"2","2022","Aprovado","Suficiente",8,"",60,4
5060,968,57,"1","2021","Aprovado","Suficiente",9.39999961853027,"",60,4
5061,968,89,"1","2021","Aprovado","Suficiente",10,"",45,3
5062,968,74,"2","2022","Aprovado","Suficiente",10,"",30,2
5063,603,61,"2","2022","Aprovado","Suficiente",10,"",15,1
5064,807,65,"1","2021","Aprovado","Suficiente",10,"",15,1
5065,807,90,"1","2021","Aprovado","Suficiente",10,"",60,4
5066,807,66,"2","2021","Aprovado","Suficiente",10,"",15,1
5067,807,90,"2","2021","Aprovado","Suficiente",10,"",60,4
5068,807,67,"1","2022","Aprovado","Suficiente",10,"",15,1
5069,807,90,"1","2022","Aprovado","Suficiente",10,"",60,4
5070,1017,73,"2","2022","Aprovado","Suficiente",10,"",30,2
5071,866,73,"2","2021","Aprovado","Suficiente",10,"",30,2
5072,866,71,"1","2021","Aprovado","Suficiente",10,"",60,4
5073,866,57,"1","2021","Aprovado","Suficiente",8.60000038146973,"",60,4
5074,866,83,"1","2021","Aprovado","Suficiente",10,"",60,4
5075,866,70,"1","2021","Aprovado","Suficiente",9.5,"",150,10
5076,866,56,"1","2021","Aprovado","Suficiente",8.10000038146973,"",60,4
5077,866,55,"1","2021","Aprovado","Suficiente",9.80000019073486,"",60,4
5078,866,74,"1","2022","Aprovado","Suficiente",10,"",30,2
5079,866,75,"2","2022","Aprovado","Suficiente",10,"",30,2
5080,880,89,"1","2021","Aprovado","Suficiente",9,"",45,3
5081,880,64,"1","2021","Aprovado","Suficiente",10,"",15,1
5082,880,65,"2","2021","Aprovado","Suficiente",10,"",15,1
5083,880,66,"1","2022","Aprovado","Suficiente",10,"",15,1
5084,939,73,"2","2021","Aprovado","Suficiente",10,"",30,2
5085,939,57,"1","2021","Aprovado","Suficiente",8.19999980926514,"",60,4
5086,939,71,"1","2021","Aprovado","Suficiente",10,"",60,4
5087,939,70,"1","2021","Aprovado","Suficiente",10,"",150,10
5088,939,56,"1","2021","Aprovado","Suficiente",8.60000038146973,"",60,4
5089,939,55,"1","2021","Aprovado","Suficiente",9.5,"",60,4
5090,939,74,"1","2022","Aprovado","Suficiente",10,"",30,2
5091,931,64,"2","2021","Aprovado","Suficiente",10,"",15,1
5092,931,65,"1","2022","Aprovado","Suficiente",10,"",15,1
5093,931,66,"2","2022","Aprovado","Suficiente",10,"",15,1
5094,985,74,"2","2022","Aprovado","Suficiente",10,"",30,2
5096,864,66,"1","2021","Aprovado","Suficiente",10,"",15,1
5135,906,64,"1","2021","Aprovado","Suficiente",10,"",15,1
5172,942,73,"1","2022","Aprovado","Suficiente",10,"",30,2
5173,942,74,"2","2022","Aprovado","Suficiente",10,"",30,2
5174,991,74,"2","2022","Aprovado","Suficiente",8.5,"",30,2
5175,987,57,"1","2022","Aprovado","Suficiente",8.80000019073486,"",60,4
5176,987,60,"1","2022","Aprovado","Suficiente",10,"",15,1
5177,987,61,"2","2022","Aprovado","Suficiente",10,"",15,1
5178,808,64,"1","2021","Aprovado","Suficiente",10,"",15,1
5179,808,65,"2","2021","Aprovado","Suficiente",10,"",15,1
5180,808,66,"1","2022","Aprovado","Suficiente",10,"",15,1
5181,808,67,"2","2022","Aprovado","Suficiente",10,"",15,1
5182,808,46,"2","2019","Aprovado","Suficiente",10,"",45,3
5183,907,64,"1","2021","Aprovado","Suficiente",10,"",15,1
5184,907,65,"2","2021","Aprovado","Suficiente",10,"",15,1
5185,907,66,"1","2022","Aprovado","Suficiente",10,"",15,1
5186,907,67,"2","2022","Aprovado","Suficiente",10,"",15,1
5187,839,59,"1","2022","Aprovado","Suficiente",10,"",30,2
5188,839,61,"2","2022","Aprovado","Suficiente",10,"",15,1
5189,940,89,"2","2022","Aprovado","Suficiente",10,"",45,3
5190,985,89,"2","2022","Aprovado","Suficiente",10,"",45,3
5191,1003,57,"2","2022","Aprovado","Suficiente",9.69999980926514,"",60,4
5192,1003,56,"2","2022","Aprovado","Suficiente",8.10000038146973,"",60,4
5193,1003,55,"2","2022","Aprovado","Suficiente",8,"",60,4
5194,1003,60,"2","2022","Aprovado","Suficiente",10,"",15,1
5195,1003,58,"2","2022","Aprovado","Suficiente",10,"",60,4
5196,1003,59,"2","2022","Aprovado","Suficiente",10,"",30,2
5197,1003,89,"2","2022","Aprovado","Suficiente",9,"",45,3
5198,923,57,"2","2022","Aprovado","Suficiente",8.60000038146973,"",60,4
5199,923,55,"2","2022","Aprovado","Suficiente",8,"",60,4
5200,923,70,"2","2022","Aprovado","Suficiente",10,"",150,10
5201,923,71,"2","2022","Aprovado","Suficiente",10,"",60,4
5202,933,89,"2","2022","Aprovado","Suficiente",10,"",45,3
5203,638,67,"2","2022","Aprovado","Suficiente",10,"",15,1
5204,960,89,"2","2022","Aprovado","Suficiente",10,"",45,3
5205,786,68,"2","2021","Aprovado","Suficiente",10,"",120,8
5206,786,57,"2","2021","Aprovado","Suficiente",8.80000019073486,"",60,4
5207,786,56,"2","2021","Aprovado","Suficiente",8,"",60,4
5208,786,55,"2","2021","Aprovado","Suficiente",9,"",60,4
5247,973,76,"2","2022","Aprovado","Suficiente",,"",510,34
5248,979,76,"2","2022","Aprovado","Suficiente",,"",510,34
5249,864,69,"2","2022","Aprovado","Suficiente",,"",1200,80
5250,976,71,"2","2022","Aprovado","Suficiente",10,"",60,4
5254,1027,71,"2","2022","Aprovado","Suficiente",10,"",60,4
5255,1012,73,"2","2022","Aprovado","Suficiente",9,"",30,2
5256,852,71,"2","2022","Aprovado","Suficiente",10,"",60,4
5257,866,76,"1","2023","Aprovado","Suficiente",,"",510,34
5258,933,76,"1","2023","Aprovado","Suficiente",,"",510,34
